title	json_data	author	summary	ingredients	instructions
Cream Filled Dates	{"name": "Cream Filled Dates"}	Karen Eichmann		[{'amount': '', 'unit': '', 'name': 'Pitted dates', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Pecan halves', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Bacon', 'notes': '(I  use the pre-cooked)', 'type': 'ingredient'}]	[{'text': '<p>Fill pitted date with cream cheese and pecan half.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Wrap with a small piece of bacon. Secure with a toothpick.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Broil until bacon is crisp.</p>', 'type': 'instruction', 'image_url': ''}]
Cheesecake Phyllo Cups	{"name": "Cheesecake Phyllo Cups"}	None		[{'amount': '4', 'unit': 'oz', 'name': 'reduced fat cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'reduced fat sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'sugar or sugar substitute', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'packages', 'name': 'frozen miniature phyllo shells', 'notes': 'thawed', 'type': 'ingredient'}, {'amount': '1', 'unit': 'can', 'name': 'mandarin oranges', 'notes': 'drained', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'kiwi fruit', 'notes': 'peeled, sliced, cut into quarters', 'type': 'ingredient'}]	[{'text': '<p>Combine all the ingredients except fruit.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Pipe or spoon filling into phyllo shells.</p>', 'type': 'instruction', 'image_url': ''}, {'text': "<p>Top each with fruit. Refrigerate until serving time. (I've substituted sliced strawberries for one of the fruits to add color.)</p>", 'type': 'instruction', 'image_url': ''}]
Chocolate Chip Cheese Ball	{"name": "Chocolate Chip Cheese Ball"}	Amanda Brunkhorst		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': "(I use ⅓ less fat, don't use fat free)", 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'butter', 'notes': 'softened', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'powdered sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'mini chocolate chips', 'notes': 'more chips for rolling in', 'type': 'ingredient'}]	[{'text': '<p>Mix together and refrigerate until you can form into a ball, about 2 hours. I just use a spatula and mound it on a plate and use a spoon to press chocolate chips on the outside. Serve with graham sticks. Enjoy!</p>', 'type': 'instruction', 'image_url': ''}]
Cheese-wheel Appetizer	{"name": "Cheese-wheel Appetizer"}	Ann and Phil Brunkhorst		[{'amount': '3', 'unit': 'cups', 'name': 'cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Swiss cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': 'softened', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'onion', 'notes': 'finely chopped', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'mayonnaise', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'green pepper', 'notes': 'finely chopped', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'Worcestershire sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'red', 'notes': 'yellow, and green apple, cut into wedges', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Assorted crackers', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>In a large bowl, combine all of the ingredients except the apples and the crackers; mix well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Line the bottom of a 9-inch round cake pan with waxed paper. Press cheese mixture firmly into pan. Cover and refrigerate several hours or until firm.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>To serve, arrange the apple slices on top and at the base of the cheese wheel. Serve with assorted crackers. Makes 5 cups of spread.</p>', 'type': 'instruction', 'image_url': ''}]
Dried Beef Cheese Ball	{"name": "Dried Beef Cheese Ball"}	None		[{'amount': '3', 'unit': 'packages', 'name': 'dried beef', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '8 oz packages', 'name': 'cream cheese', 'notes': 'softened', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'onion', 'notes': 'minced', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Worcestershire sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Accent seasoning', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Few (drops) Tabasco sauce', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>In a blender, chop dried beef and set aside a small amount to roll ball in.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Combine dried beef, onion, Worcestershire sauce, Accent and Tabasco sauce. Mix well with softened cream cheese.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Form into a ball; then roll in leftover dried beef.</p>', 'type': 'instruction', 'image_url': ''}]
Cucumber Sandwiches	{"name": "Cucumber Sandwiches"}	None		[{'amount': '', 'unit': '', 'name': 'Cucumbers', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cocktail rye bread', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Dill weed', 'notes': '', 'type': 'ingredient'}, {'amount': '8', 'unit': 'oz', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'package', 'name': 'Hidden Valley Ranch dressing', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together cream cheese and Hidden Valley Ranch dressing. Spread cream cheese mixture on bread. Top with a slice of cucumber. Sprinkle with dill weed. Refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Savory Rye Snacks	{"name": "Savory Rye Snacks"}	Ann and Phil Brunkhorst		[{'amount': '1', 'unit': 'cup', 'name': 'green onions', 'notes': 'sliced', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'mayonnaise', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Monterey Jack cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': '4 oz can', 'name': 'mushroom stems and pieces', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'ripe olives', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'loaf', 'name': 'cocktail rye bread', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>In a bowl, combine the first 6 ingredients.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread on bread slices and place on an ungreased baking sheet.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake at 350° for 8-10 minutes or until bubbly.</p>', 'type': 'instruction', 'image_url': ''}]
Hidden Valley Ranch Sausage Stars	{"name": "Hidden Valley Ranch Sausage Stars"}	Ann and Phil Brunkhorst		[{'amount': '1', 'unit': 'lb', 'name': 'pork sausage', 'notes': 'cooked and crumbled', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'sharp cheddar cheese', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'Monterey Jack cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Hidden Valley Original Ranch salad dressing', 'notes': 'prepared', 'type': 'ingredient'}, {'amount': '1', 'unit': '2¼ oz can', 'name': 'sliced black olives', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sweet red pepper', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'package', 'name': 'wonton wrappers', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Vegetable oil', 'notes': '', 'type': 'ingredient'}, {'name': 'Variation: Chicken:', 'type': 'group'}, {'amount': '1½', 'unit': 'lb', 'name': 'chicken breast', 'notes': 'cooked and chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Ranch dressing', 'notes': '', 'type': 'ingredient'}, {'amount': '1/4', 'unit': 'tsp', 'name': 'salt and pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'chili seasoning', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'red or green peppers or a combination', 'notes': 'finely chopped', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'Monterey Jack cheese', 'notes': 'shredded', 'type': 'ingredient'}]	[{'text': '<p>Preheat the oven to 350°. Blot sausage dry with paper towels and combine with cheeses, salad dressing, olives and red pepper.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Lightly grease muffin tin and press 1 wrapper in each cup. Brush with oil. Bake for 5 minutes until golden.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from tins, place on baking sheet. Fill with sausage mixture. Makes 4-5 dozen.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix ingredients and spoon into wonton cups. Bake for 10 minutes at 350°.</p>', 'type': 'instruction', 'image_url': ''}]
Walking Tacos	{"name": "Walking Tacos"}	Jazimen Brunkhorst		[{'amount': '', 'unit': '', 'name': 'Individual Doritos Nacho Cheese chips', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Ground beef', 'notes': 'prepared with taco seasoning', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Tomatoes', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Lettuce', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salsa', 'notes': 'if desired', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Sour cream', 'notes': 'if desired', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Onion', 'notes': 'if desired', 'type': 'ingredient'}]	[{'text': '<p>Gently crush chips. Cut the bag of chips open lengthwise. Add desired ingredients starting with meat. Add plastic fork. Enjoy!</p>', 'type': 'instruction', 'image_url': ''}]
Red Lobster Pizza	{"name": "Red Lobster Pizza"}	Ann and Phil Brunkhorst	<p>Optional: May squeeze lemon juice over the top for more flavor. Note: Make sure tomatoes and lobster meat are well drained before putting onto pizza. Otherwise crust will be soggy.</p>	[{'amount': '1', 'unit': '', 'name': 'flour tortilla per pizza', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Roasted garlic butter spread', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Parmesan cheese', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '4', 'unit': 'oz', 'name': 'Roma tomatoes', 'notes': 'diced ⅜-inch and drained', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'fresh basil', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '2', 'unit': 'oz', 'name': 'lobster or shrimp', 'notes': 'cut into ½ to ¾-inch chunks', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'Italian six-cheese blend', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Brush top side of tortilla with garlic butter. Sprinkle 2 (tbsp) Parmesan cheese over the garlic butter.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add drained, diced tomatoes; sprinkle evenly over Parmesan cheese. Add basil.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Sprinkle seafood over top. Sprinkle the Italian cheese blend evenly over the top of tomatoes. Refrigerate until ready to bake.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Brush pizza pan lightly with vegetable oil. Bake at 450° for 4-5 minutes or until cheese is melted. Slice into 8 slices. Can be used as an appetizer or for a main dish.</p>', 'type': 'instruction', 'image_url': ''}]
Veggie Pizza	{"name": "Veggie Pizza"}	Ann and Phil Brunkhorst		[{'amount': '2', 'unit': 'packages', 'name': 'crescent rolls', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '8 oz packages', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'package', 'name': 'Hidden Valley Ranch Party mix', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Onions', 'notes': 'peppers, celery, cauliflower, carrots, broccoli, etc., chopped', 'type': 'ingredient'}, {'amount': '1-1½', 'unit': 'cup', 'name': 'cheddar cheese', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Roll out the crescent rolls on a greased pizza pan. Bake at 400° for 5-10 minutes or until golden brown.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix cream cheese, Hidden Valley Ranch and a small amount of milk together. Spread on the cooled crust. Add all of the chopped vegetables on top. Sprinkle with cheddar cheese and dill weed if desired. Refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Seafood Roll-ups	{"name": "Seafood Roll-ups"}	None		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz carton', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'package', 'name': 'imitation crab flakes', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'garlic', 'notes': '', 'type': 'ingredient'}, {'amount': '8-10', 'unit': '', 'name': 'soft taco shells', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix cream cheese, sour cream, and garlic powder. Add cheese and crab.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread approximately ⅓ cup mixture on taco shells to cover entire shell. Roll up. Place in pan with waxed paper in between each roll. Refrigerate overnight for best flavor.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cut into serving size pieces . Serve with cocktail sauce, if desired.</p>', 'type': 'instruction', 'image_url': ''}]
Taco Roll-ups	{"name": "Taco Roll-ups"}	Katie Weigel		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz carton', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1(package)', 'unit': '', 'name': 'taco seasoning', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'small can', 'name': 'diced black olives', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'cheddar cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '8-10', 'unit': '', 'name': 'soft taco shells', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix cream cheese, sour cream and taco seasoning. Add olives, chilies and cheese; mix well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread roughly ¼ to ⅓ cup mixture on each soft shell or enough for layer of spread to cover shell. Roll up. Place on pan with waxed paper between each roll. Refrigerate to cool, best if chilled overnight.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>When ready to serve, cut each roll into ¾ to 1-inch slices, or desired width. Can serve with salsa and additional cheese, if desired. Optional are the green chilies.</p>', 'type': 'instruction', 'image_url': ''}]
B.b.q. Chicken Wings	{"name": "B.b.q. Chicken Wings"}	Marlene Goetschel		[{'amount': '2', 'unit': 'dozen', 'name': 'chicken wings', 'notes': 'cut off tips in half at the joint', 'type': 'ingredient'}, {'amount': '5', 'unit': 'oz', 'name': 'Kikkoman soy sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'dry mustard', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'tbsp', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'garlic powder', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together all ingredients except chicken wings. Dip chicken wings in sauce and place in a 9x13-inch glass cake pan.</p>', 'type': 'instruction', 'image_url': ''}, {'text': "<p>Pour remaining marinade over and marinate overnight in refrigerator. (I've made them without marinating them overnight and they were just as good.)</p>", 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake slow, 300 degrees for approximately 2 hours or until dark. These can be made ahead of time and frozen. If frozen, reheat at 325° for 20-30 minutes or in microwave.</p>', 'type': 'instruction', 'image_url': ''}]
Ranch Chicken Bites	{"name": "Ranch Chicken Bites"}	Ann and Phil Brunkhorst	<p>I submitted this recipe to Taste of Home. It is published in the Taste of Home's 5-Ingredient Cookbook.</p>	[{'amount': '1', 'unit': 'lb', 'name': 'boneless', 'notes': 'skinless chicken breast', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'Ranch salad dressing', 'notes': '', 'type': 'ingredient'}, {'amount': '2½', 'unit': 'cup', 'name': 'sour cream and onion potato chips', 'notes': 'finely crushed', 'type': 'ingredient'}]	[{'text': '<p>Cut chicken into bite size pieces; place into a bowl. Add salad dressing and stir to coat. Let stand 10 minutes. Add potato chips and toss well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Place on a greased baking sheet. Bake, uncovered, at 350° for 18-20 minutes or until juices run clear. Yield: 4 servings. Serve with additional salad dressing.</p>', 'type': 'instruction', 'image_url': ''}]
Cocktail Sausages	{"name": "Cocktail Sausages"}	Katie Weigel		[{'amount': '3', 'unit': '1 lb packages', 'name': 'bite-size cocktail sausages', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '18 oz bottle', 'name': 'BBQ sauce', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Put cocktail sausages and BBQ sauce in a crockpot on low until hot and ready to serve.</p>', 'type': 'instruction', 'image_url': ''}]
Miniature Smokie Links	{"name": "Miniature Smokie Links"}	Stefanie Brunkhorst		[{'amount': '', 'unit': '', 'name': 'Mini smoke links', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Bacon', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Wrap bacon around the smokie links with enough bacon to go around links.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Seal with toothpick and cover with brown sugar. Bake for 30-45 minutes at 350°.</p>', 'type': 'instruction', 'image_url': ''}]
Creamy Baked Beef	{"name": "Creamy Baked Beef"}	Alyce McFadden		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'oz', 'name': 'chipped beef', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'instant minced onion', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'tsp', 'name': 'garlic powder', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'tsp', 'name': 'pepper', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'butter (melted)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Beat cream cheese with milk until smooth. Stir in chopped chipped beef, sour cream, instant minced onion, garlic powder and pepper.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread in a small baking dish. Sprinkle with melted butter. Bake at 350° until warm. Serve with crackers, chips or rye bread.</p>', 'type': 'instruction', 'image_url': ''}]
Hot Rye Rounds	{"name": "Hot Rye Rounds"}	Karen Eichmann		[{'amount': '1', 'unit': 'lb', 'name': 'ground beef', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'pork sausage', 'notes': '(I use 2 12 oz packages of Jimmy Dean Original Sausage)', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'Velveeta', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'dried oregano', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'garlic powder', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'loaves', 'name': 'party rye bread', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Brown together and stir the ground beef and pork sausage. Drain off all drippings. Stir in cheese and melt. Add oregano and garlic powder.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread on individual party rye bread while warm. Put on cookie sheets, freeze, and then bag. To serve, heat under broiler until bubbly. Makes 48. These can go from freezer to broiler any time there is a party.</p>', 'type': 'instruction', 'image_url': ''}]
Stay Soft Caramel Dip	{"name": "Stay Soft Caramel Dip"}	Alicia Brunkhorst		[{'amount': '1', 'unit': '16 oz package', 'name': 'caramels', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'stick', 'name': 'oleo', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'can', 'name': 'sweetened condensed milk', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Melt together. Will refrigerate and still remain soft. Great with apple slices.</p>', 'type': 'instruction', 'image_url': ''}]
Hot Corn Dip	{"name": "Hot Corn Dip"}	Donna Brunkhorst Litman		[{'amount': '1', 'unit': 'can', 'name': 'corn', 'notes': 'drained', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cans', 'name': 'diced green chilies', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'red or green pepper', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Monterey Jack cheese', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'jalapenos (or to taste)', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'mayonnaise', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Dash of adobo seasoning', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Cilantro', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Black olives', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix all ingredients. Microwave until bubbling.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Garnish with sliced black olives and cilantro.</p>', 'type': 'instruction', 'image_url': ''}]
Delicious Fruit Dip	{"name": "Delicious Fruit Dip"}	Ann and Phil Brunkhorst		[{'amount': '1', 'unit': '12 oz can', 'name': 'frozen orange juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'box', 'name': 'instant vanilla pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz carton', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Blend frozen orange juice concentrate with instant pudding. Fold in sour cream and chill.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Serve with melon, strawberries, grapes, kiwi and other desired fruit. Keeps up to 1 week in the refrigerator.</p>', 'type': 'instruction', 'image_url': ''}]
Dried Beef Or Corned Beef Dip	{"name": "Dried Beef Or Corned Beef Dip"}	Ann and Philip Brunkhorst		[{'amount': '2', 'unit': '8 oz packages', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '2 ½ oz packages', 'name': 'corned beef or dried beef', 'notes': "(Carl Buddig's)", 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'onion', 'notes': 'minced', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'mayonnaise', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'A little garlic powder', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Cut beef into very tiny pieces, saving part of the package to decorate around the bowl.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cream mayonnaise and cream cheese together, adding remaining ingredients. Chill in a meat-lined bowl. Great on crackers!</p>', 'type': 'instruction', 'image_url': ''}]
Fruit Dip	{"name": "Fruit Dip"}	Monica Piersall		[{'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '6 oz', 'name': 'carton strawberry chocolate yogurt', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'small box', 'name': 'instant white chocolate pudding', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix all together. Make a day ahead. Can use low fat.</p>', 'type': 'instruction', 'image_url': ''}]
Linda's Lemon Fruit Dip	{"name": "Linda's Lemon Fruit Dip"}	Angie Brunkhorst		[{'amount': '1', 'unit': '16 oz carton', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'package', 'name': 'instant vanilla or lemon pudding mix', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'tsp', 'name': 'lemon juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'lemon peel', 'notes': 'grated', 'type': 'ingredient'}]	[{'text': '<p>Mix well and serve with assorted fresh fruit. Yields: 2 cups.</p>', 'type': 'instruction', 'image_url': ''}]
Mouse Dip	{"name": "Mouse Dip"}	Alyce Woltzen McFadden		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'can', 'name': 'Ro-Tel tomatoes with chilies', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tube', 'name': 'Jimmy Dean sausage', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Fry the sausage; add cheese and tomatoes. Heat until all cheese is melted.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Keep warm in a little crock pot. Serve with corn chips or crackers.</p>', 'type': 'instruction', 'image_url': ''}]
